EpisodeNumber,IterationTime,AverageIterationTime,CumulativeIterationTime,Reward,AverageReward,CheckpointCount,Velocity,AverageVelocity,TimedOut
1168,240.01445,50.408010996746675,58876.55684420012,215.729828,22.326473080638518,66,12.750864,3.4713072322260263,True
1169,81.47834,50.43458955021396,58958.03518420012,63.1301727,22.36137787073207,20,12.0679636,3.4786610871171932,False
1170,240.01445,50.59662361897446,59198.04963420012,14.8043842,22.354918901782728,4,1.10985827,3.4766364693247853,True
1171,1.47999918,50.5546794478054,59199.52963338012,-4.601947,22.33189852099555,0,5.709478,3.4785432511614,False
1172,2.05999875,50.513301733899425,59201.589632130126,-3.50874877,22.309850187129516,1,4.997872,3.479839606749146,False
1173,218.609879,50.65660657385348,59420.19951113013,190.998581,22.45365984681653,61,12.615633,3.487628006913895,False
1174,240.01445,50.81789945581783,59660.21396113013,209.69725,22.613151831614815,66,12.2457037,3.4950880373168647,True
1175,82.8981,50.8452017541533,59743.11206113013,63.257103,22.647742428353865,20,11.9071722,3.50224725788085,False
1176,240.01445,51.00605995844399,59983.12651113013,217.463562,22.813402138873972,67,12.8053036,3.51015802007653,True
1177,26.900425,50.98557938498737,60010.02693613013,12.7703381,22.80486937418504,4,10.4771261,3.5160772792778237,False
1178,81.1583939,51.011192979652066,60091.18533003013,63.2003555,22.83916095833259,20,12.1381035,3.5233964865959244,False
1179,112.33316,51.06320482614939,60203.51849003013,92.05366,22.897867064389988,30,12.209734,3.5307640332569967,False
1180,117.292328,51.119331201720456,60320.810818030135,87.749,22.952825651623556,28,11.304944,3.5373523213644065,False
1181,240.01445,51.27927626420841,60560.82526803014,213.579041,23.11423650289229,66,12.572217,3.545002503141405,True
1182,66.00094,51.29173114046543,60626.826208030136,37.389843,23.12631400415888,12,9.455765,3.5500031482318097,False
1183,55.00107,51.2948666762723,60681.827278030134,39.2136421,23.139912759945727,13,11.6168776,3.556822146077768,False
1184,54.4610558,51.29754082249167,60736.28833383013,37.4278946,23.151980312175503,12,11.4174137,3.5634611592145267,False
1185,51.0609779,51.297341191333444,60787.34931173013,38.1455841,23.1646331423762,12,12.4547853,3.5709643863375526,False
1186,235.913574,51.45300411950264,61023.26288573013,218.928375,23.329695319321917,70,13.3211975,3.5791854935160203,False
1187,240.01445,51.611859592022014,61263.277335730134,66.18395,23.36579831399814,20,4.06878,3.5795979572957033,True
1188,1.41999924,51.56961055132167,61264.69733497014,-4.64317465,23.34222173742912,0,5.243024,3.5809981475673403,False
1189,2.35999846,51.52822315679574,61267.05733343014,-3.3934164,23.319735918978804,1,5.43773127,3.582559739764508,False
1190,31.46053,51.51135954910095,61298.517863430134,16.2770767,23.31381771795445,6,9.956023,3.5879155912436973,False
1191,240.01445,51.66963250497913,61538.532313430136,214.326782,23.4741980406094,66,12.6312618,3.5955086611083122,True
1192,240.01445,51.82763990220649,61778.54676343014,225.056,23.643310290575332,71,13.1134644,3.6034935233053695,True
1193,81.038414,51.85212504394815,61859.58517743014,63.0941162,23.67637886216748,20,12.1369581,3.610646469304275,False
1194,53.8810425,51.85382430479911,61913.46621993014,37.8519135,23.688251169234338,12,11.7148829,3.617433937001675,False
1195,240.01445,52.01128089533903,62153.48066993014,223.713348,23.85563618750276,70,13.08809,3.625359172200837,True
1196,200.325974,52.13528983606199,62353.80664393014,157.796,23.967626458248994,45,12.02717,3.6323840976421407,False
1197,240.01445,52.29224819877205,62593.82109393014,219.247681,24.130767690113448,68,12.8801708,3.6401099010693403,True
1198,240.01445,52.4489445274876,62833.835543930145,211.926865,24.28752570122354,66,12.4270515,3.647444576861436,True
1199,56.0810928,52.45197384214357,62889.916636730144,37.0736961,24.298189729913094,12,10.9911346,3.653569422585488,False
1200,192.0042,52.56826736394179,63081.92083673015,163.959259,24.41457395430483,52,12.4543905,3.6609034401500002,False
1201,86.3375244,52.596384980125016,63168.258361130145,62.9808121,24.44668572628293,20,11.3802271,3.6673308536885934,False
1202,215.9293,52.73226926882708,63384.18766113015,187.365433,24.58222544947238,59,12.6225433,3.6747811136272883,False
1203,138.752823,52.80377430102257,63522.94048413015,114.705688,24.65714104593998,37,12.1921177,3.681861193915213,False
1204,48.52092,52.80021711306491,63571.461404130154,30.0189781,24.661594398974913,10,10.556386,3.687570932126247,False
1205,216.009323,52.93566035446486,63787.47072713015,191.165268,24.79977172146539,61,12.78582,3.6951213462904575,False
1206,59.48117,52.941087808565634,63846.95189713015,39.5680275,24.81201737302305,13,10.8698263,3.7010705212106143,False
1207,168.479172,53.03681115917991,64015.43106913015,130.829254,24.899852697486164,37,12.0049124,3.7079502576470595,False
1208,118.512123,53.09101257626668,64133.94319213015,90.374115,24.954053245749833,29,11.470335,3.7143760728311266,False
1209,55.56108,53.093055642787554,64189.50427213015,37.21377,24.964193623544908,12,11.14945,3.7205258444830442,False
1210,108.813751,53.1391058042398,64298.31802313015,90.04789,25.01798180236843,29,12.4134007,3.727710038578513,False
1211,134.892,53.206614387390715,64433.21002313015,113.459061,25.091013246792567,36,12.4837866,3.7349404899091665,False
1212,240.01445,53.36074626495887,64673.224473130154,214.405334,25.247213181407425,66,12.6364288,3.742284952211222,True
1213,180.881821,53.46587493333072,64854.10629413016,166.207626,25.363421271117723,53,13.3370581,3.750194905342128,False
1214,118.432137,53.51938915249601,64972.53843113016,78.7110443,25.407364947418284,20,11.0116034,3.7561762961943996,False
1215,85.09773,53.54537955648573,65057.63616113016,62.8138657,25.438152190836046,20,11.51001,3.762558052329219,False
1216,56.1610947,53.54753063801822,65113.79725583016,37.58669,25.448142764692268,12,11.1340494,3.768620134029606,False
1217,38.6606941,53.53529823330334,65152.45794993016,14.1201515,25.438834637112404,5,7.54773426,3.7717254044700086,False
1218,56.221096,53.53750332178174,65208.67904593016,37.9147949,25.449077625833986,12,11.263999,3.7778766964203614,False
1219,240.01445,53.69047866770317,65448.693495930165,231.085342,25.617770213507626,73,13.4441814,3.785806396751436,True
1220,240.01445,53.843203234368985,65688.70794593016,212.302185,25.770790225627703,66,12.4621038,3.7929181159344263,True
1221,51.14098,53.84099011132691,65739.84892593016,37.9041824,25.780727483755772,12,12.3375883,3.799916207813268,False
1222,143.113754,53.91404474626036,65882.96267993016,115.502274,25.854149371248607,37,11.9324846,3.8065713374304417,False
1223,58.4211464,53.91773002970577,65941.38382633016,39.73374,25.86549817797694,13,11.1292391,3.8125588008503675,False
1224,54.3610535,53.918092222083466,65995.74487983016,37.5641823,25.875055926442645,12,11.5014791,3.818840598480392,False
1225,153.335938,53.9992496472083,66149.08081783017,139.4983,25.96780959507412,44,13.3814707,3.826646827134694,False
1226,240.01445,54.1509749329773,66389.09526783017,225.819824,26.130821026073242,71,13.1769571,3.8342735076182715,True
1227,52.1810036,54.149369414368515,66441.27627143016,39.39541,26.14163161203406,13,12.3040276,3.841176322689487,False
1228,78.27888,54.16901885295616,66519.55515143016,63.3239059,26.171910337024265,20,12.6211462,3.8483261352931604,False
1229,32.9805641,54.151778450390694,66552.53571553016,14.3776226,26.16231368304784,5,8.958245,3.8524839211879582,False
1230,137.572571,54.21960023295135,66690.10828653016,113.235268,26.23310470281772,36,12.2158012,3.859283366130082,False
1231,144.674088,54.2930807266695,66834.78237453016,115.949493,26.30598560314037,37,11.8739147,3.8657940333387493,False
1232,240.01445,54.44382859133942,67074.79682453016,227.667755,26.469428597780677,72,13.2466307,3.8734083488149356,True
1233,240.01445,54.59433193392552,67314.81127453016,223.889557,26.629542246119865,70,13.0984135,3.8808901048175186,True
1234,56.76111,54.5960878318721,67371.57238453017,38.09536,26.6388338326303,12,11.2190742,3.886836769400325,False
1235,131.911362,54.658691292736975,67503.48374653017,113.51786,26.709181222239508,36,12.7806187,3.8940382122591095,False
1236,180.3217,54.76036039363282,67683.80544653017,164.950089,26.821026616881706,52,13.3468943,3.90168615407767,False
1237,161.797745,54.84689021142294,67845.60319153017,139.518021,26.912131705307836,44,12.7000742,3.9087988364106714,False
1238,54.821064,54.846869350185926,67900.42425553018,38.0732422,26.921147141894828,12,11.5893335,3.9150028224071085,False
1239,240.01445,54.996318567820964,68140.43870553018,193.270966,27.0554084969054,59,11.4583712,3.9210910938983057,True
1240,1.41999924,54.953111858685624,68141.85870477017,-4.660642,27.02983103682725,0,4.963838,3.921932018822581,False
1241,240.01445,55.10223461302996,68381.87315477018,215.010834,27.18130646226091,61,13.1097174,3.9293355525705076,True
1242,104.314507,55.141858020748934,68486.18766177018,88.9055557,27.23100392541529,28,12.9121294,3.9365680757971013,False
1243,207.887589,55.26474276007255,68694.07525077018,189.450226,27.361510137864677,60,13.2109375,3.944029354497184,False
1244,126.530777,55.3220305689471,68820.60602777019,113.496262,27.43075029209469,36,13.3172951,3.9515641340353693,False
1245,101.774933,55.35934213716481,68922.38096077018,88.88295,27.480109488647223,28,13.2304325,3.959017040353413,False
1246,52.90102,55.35736916594718,68975.28198077019,37.9458046,27.488508922926,12,11.9592323,3.965437758860352,False
1247,85.03774,55.381170586022606,69060.31972077019,62.8223648,27.51684401184105,20,11.514039,3.9714911680352833,False
1248,240.01445,55.529113918886374,69300.33417077019,116.77813,27.588367478177716,36,6.990359,3.97391013264423,True
1249,1.41999924,55.485791969583815,69301.75417001019,-4.632786,27.562569917346508,0,5.51074362,3.9751405837950347,False
1250,2.55999827,55.44345133462414,69304.31416828018,-3.17788219,27.53797755566063,1,6.774176,3.9773798121279986,False
1251,78.178894,55.461625149704375,69382.49306228018,64.54879,27.567562537630526,21,12.69221,3.9843461032454024,False
1252,75.379364,55.47753388680525,69457.87242628017,62.9155731,27.595795772903983,20,12.9778757,3.9915294335942484,False
1253,51.981,55.474743356967416,69509.85342628017,37.6885834,27.603850671249628,12,12.0683432,3.9979754142537898,False
1254,233.853134,55.616990877416406,69743.70656028017,217.080276,27.754948299103496,69,13.3645382,4.005444762567782,False
1255,90.25687,55.644592374725235,69833.96343028017,64.55671,27.784272412012577,21,11.02479,4.011037866342629,False
1256,150.975433,55.72049272554154,69984.93886328017,128.421127,27.864397296238682,41,12.5178919,4.017810839299362,False
1257,80.63848,55.74031610443927,70065.57734328017,63.3579559,27.892634017482724,20,12.26896,4.024374999331742,False
1258,240.01445,55.88679792788567,70305.59179328017,223.274658,28.0479456422701,70,13.049346,4.031549062130365,True
1259,77.35903,55.90385291761729,70382.95082328017,64.5215149,28.07691591173613,21,12.8093367,4.038521093613979,False
1260,105.694275,55.943369125619185,70488.64509828018,88.1096039,28.124560902203,28,12.5928507,4.045310244095238,False
1261,81.51833,55.96365061719285,70570.16342828018,64.5769,28.15346838760966,21,12.1843739,4.051764695844567,False
1262,102.934738,56.00087017930284,70673.09816628018,88.70063,28.20144553627241,28,13.044199,4.058890238082408,False
1263,186.563034,56.104244814156914,70859.66120028018,163.779861,28.308791866805848,52,12.7987394,4.065810150324623,False
1264,30.0204964,56.08360893724698,70889.68169668019,10.4165115,28.294636581705525,3,8.5127,4.069328259382911,False
1265,103.314674,56.120945747573266,70992.99637068018,86.64155,28.340760623933427,27,12.7952452,4.076226217438735,False
1266,240.01445,56.26620128015812,71233.01082068018,212.354462,28.48611109895402,66,12.4716606,4.082857682195892,True
1267,240.01445,56.41122752224166,71473.02527068018,213.2308,28.63192379737631,66,12.5500565,4.089540554191002,True
1268,240.01445,56.55602501630929,71713.03972068019,228.918365,28.789878404002984,73,13.279109,4.096787847917981,True
1269,240.01445,56.70059430313648,71953.05417068019,225.082642,28.944561432841436,71,13.1090364,4.103889698628842,True
1270,240.01445,56.844935921795425,72193.06862068019,221.148483,29.09590310336676,69,12.9592686,4.110862437921259,True
1271,240.01445,56.989050409661836,72433.0830706802,225.366669,29.250325421145384,71,13.1446495,4.117970059527931,True
1272,112.373154,57.03259137160393,72545.4562246802,79.8119659,29.290075138502974,21,11.6447678,4.1238873533490565,False
1273,187.963333,57.135443486001726,72733.4195576802,165.577682,29.397135316713108,53,12.7931614,4.13069746650432,False
1274,240.01445,57.27899058687614,72973.4340076802,217.711487,29.54494877957283,67,12.843297,4.137536241648352,True
1275,140.093109,57.34394283661192,73113.5271166802,102.053337,29.60181810366728,28,11.5597763,4.1433576063999995,False
1276,240.01445,57.487101541285426,73353.5415666802,226.832382,29.75638751110955,72,13.1778889,4.15043796007837,True
1277,240.01445,57.630036034988414,73593.5560166802,86.61376,29.80091168690351,26,5.2766943,4.151319914925606,True
1278,1.639999,57.58622536438201,73595.19601568021,-3.525048,29.774835036131286,1,6.20206356,4.152924565665101,False
1279,3.03999782,57.54357780570775,73598.23601350021,-2.91474462,29.749276334289117,1,7.47021627,4.155518226106333,False
1280,182.6422,57.64131110429704,73780.87821350021,157.308075,29.848931645746706,50,12.5771666,4.1620976388984365,False
1281,240.01445,57.78367889422343,74020.89266350021,212.8965,29.991825922369856,66,12.5259008,4.168626759242779,True
1282,239.7944,57.92565293564759,74260.68706350021,195.581238,30.120990830386727,58,12.1678762,4.174866423393135,False
1283,210.088058,58.04425184840235,74470.7751215002,188.7186,30.2446054906904,60,13.0102978,4.181752963826968,False
1284,240.01445,58.185973186526645,74710.78957150021,226.3592,30.397342713828493,72,13.1469765,4.188735225147975,True
1285,210.128067,58.304216061089654,74920.9176385002,189.334351,30.52102910159983,60,13.0656357,4.195643318902723,False
1286,240.01445,58.44551484331276,75160.93208850021,214.377441,30.663996762485052,66,12.6345549,4.202205458545879,True
1287,87.59731,58.46816581080047,75248.5293985002,66.7411,30.69202869973254,22,11.63823,4.207983255392385,False
1288,240.01445,58.609117894798295,75488.54384850021,206.018967,30.828152099033993,65,12.0223808,4.2140503342313655,True
1289,107.413986,58.646980476726306,75595.95783450021,90.05224,30.874097861563833,29,12.5654516,4.220529311163692,False
1290,85.8976,58.668104987984655,75681.8554345002,52.2192421,30.89064448500448,12,10.7863436,4.22561908968217,False
1291,240.01445,58.8085746587918,75921.8698845002,219.505386,31.036744207324382,68,12.904109,4.232341390154918,True
1292,58.6811523,58.80847603467509,75980.55103680021,27.5541916,31.034048733170106,4,9.971958,4.236783817871516,False
1293,240.01445,58.94861986604812,76220.56548680022,217.039764,31.177904661450718,67,12.7869987,4.2433965130626445,True
1294,92.31652,58.97440649675441,76312.88200680021,79.9009247,31.21555769084681,26,13.0231876,4.2501815139026276,False
1295,54.70106,58.97110661528974,76367.58306680022,36.1978226,31.21940499965697,11,11.2941551,4.255620875745174,False
1296,53.5810356,58.96694760987671,76421.16410240022,37.7600937,31.224451827357854,12,11.745079,4.261399778618827,False
1297,173.840317,59.05551612906724,76595.00441940021,134.35849,31.30396920451486,42,11.4739351,4.266960715643793,False
1298,240.01445,59.19492979152559,76835.01886940021,218.708481,31.448348643494437,68,12.8409605,4.273566262473035,True
1299,34.5006,59.17591952994628,76869.51946940021,14.6252537,31.43539783907296,5,8.720764,4.276989817313318,False
1300,149.655151,59.24551893876939,77019.17462040021,138.578156,31.5178153453506,44,13.5690451,4.284137552146154,False
1301,176.300842,59.33549228470424,77195.47546240021,158.48848,31.61541001457016,50,13.1474581,4.290950250491929,False
1302,240.01445,59.474262605530114,77435.48991240021,219.491684,31.759708228076633,68,12.90539,4.297566563663595,True
1303,240.01445,59.6128199250961,77675.50436240021,217.107925,31.901955516466444,67,12.78323,4.304078968449732,True
1304,240.01445,59.75116473343575,77915.51881240022,222.427444,32.048064019904736,70,12.9800119,4.31073229125,True
1305,208.187653,59.864909168889056,78123.70646540022,188.953262,32.168297888088716,60,13.1500807,4.317505738306513,False
1306,104.3745,59.89899001944887,78228.08096540022,85.44836,32.20909426030305,27,12.4415312,4.323726278476263,False
1307,54.7810631,59.89507423756712,78282.86202850023,40.9480476,32.2157805291169,14,11.9241486,4.329541444751339,False
1308,240.01445,60.03278018233962,78522.87647850023,195.537445,32.34064418696926,53,12.1513386,4.335521411995413,True
1309,240.01445,60.170275728418815,78762.89092850023,227.594879,32.48980708598608,72,13.2469034,4.342329190443086,True
1310,205.447067,60.28117404236659,78968.33799550023,184.397537,32.605767185157084,58,13.0707207,4.34899208472519,False
1311,81.85828,60.29763255186898,79050.19627550023,52.65836,32.62106283185033,12,11.4025126,4.3543723444622415,False
1312,99.6752853,60.327646006707496,79149.87156080024,88.57554,32.66371106139922,28,13.4228191,4.3612842703429875,False
1313,133.071609,60.38304887265822,79282.94316980024,108.097725,32.7211627094865,34,12.1493893,4.36721580501904,False
1314,47.7009,60.3733973133944,79330.64406980024,32.1523857,32.72072985027076,10,11.632163,4.3727446841628606,False
1315,240.01445,60.510006478935544,79570.65851980024,223.827927,32.86605851730477,70,13.1026506,4.379383395885931,True
1316,156.376587,60.582853424620254,79727.03510680025,140.490372,32.94783991052871,45,13.1367655,4.38603794155775,False
1317,240.01445,60.719096094761014,79967.04955680025,229.1015,33.096779667620176,73,13.2901268,4.3927988290736515,True
1318,240.01445,60.85513202336893,80207.06400680025,232.465454,33.24804573312274,73,13.5670881,4.399759594833079,True
1319,240.01445,60.99096168066737,80447.07845680026,229.983887,33.39720103355252,73,13.3696327,4.406560105147838,True
1320,240.01445,61.126585535454744,80687.09290680026,186.0417,33.5128408054968,53,11.4031553,4.411860556053029,True
1321,1.57999909,61.08150863428483,80688.67290589026,-4.548127,33.48402856643132,0,6.077837,4.413121704004541,False
1322,2.35999846,61.03708994277629,80691.03290435026,-3.22154617,33.45626338130542,1,6.87154341,4.414981327080181,False
1323,240.01445,61.17237139406671,80931.04735435026,221.772049,33.59860335531804,69,13.0146379,4.421481445427059,True
1324,240.01445,61.30744849271168,81171.06180435026,167.6764,33.699870573327615,52,9.920454,4.425634747960724,True
1325,3.55999732,61.26386551069454,81174.62180167026,-1.87994218,33.67301788445718,1,12.3103371,4.43158546671698,False
1326,54.26105,61.25858435269251,81228.88285167026,37.8374062,33.67615844879771,12,11.64168,4.437022943740572,False
1327,78.55883,61.271621463202905,81307.44168167026,64.5831146,33.69944929744217,21,12.6470118,4.443209823059531,False
1328,136.512344,61.328278633787846,81443.95402567026,105.406334,33.75344544556157,29,12.2074137,4.449056362123493,False
1329,75.23939,61.338745986207876,81519.19341567026,64.602684,33.77665781467702,21,13.2058372,4.455645362001503,False
1330,192.764359,61.437562236594175,81711.95777467026,163.711334,33.87435305992914,52,12.3886309,4.461610012781954,False
1331,240.01445,61.57172969546976,81951.97222467026,232.00679,34.023212892340915,73,13.541585,4.468431932381666,True
1332,134.731964,61.626654796299,82086.70418867026,103.458282,34.07534132260192,28,12.22275,4.474253492492491,False
1333,78.91877,61.639627125784145,82165.62295867027,63.4112549,34.09734875964423,20,12.5427313,4.480306364066015,False
1334,102.294846,61.67010330185178,82267.91780467027,90.17688,34.139387388759936,29,13.2183266,4.486856604122937,False
1335,149.27507,61.73572499975302,82417.19287467028,137.745712,34.21699512255113,43,13.6457357,4.4937171877153546,False
1336,121.931549,61.78078175424422,82539.12442367028,115.342178,34.27771756482467,37,13.9499187,4.50079518285928,False
1337,50.800972,61.772569480680836,82589.92539567027,39.27242,34.281453318328914,13,12.5941343,4.506848540463723,False
1338,240.01445,61.90578463801964,82829.93984567028,227.301208,34.42571322466798,72,13.22904,4.513367368161434,True
1339,195.644974,62.00566454045577,83025.58481967027,183.399612,34.53697080403716,58,13.6109762,4.52016169887976,False
1340,101.79493,62.035358022142,83127.37974967028,88.60499,34.57732007209385,28,13.1646624,4.526612818805969,False
1341,210.828217,62.14631466567508,83338.20796667028,190.158539,34.693338878154925,60,13.10676,4.533011138851602,False
1342,171.799881,62.22802373149797,83510.00784767028,162.451553,34.78853873964661,51,13.8410091,4.539947053874812,False
1343,179.601547,62.31542024919604,83689.60939467027,166.5376,34.88663930648232,53,13.4877682,4.546609616157854,False
1344,99.65529,62.343202890379665,83789.26468467027,88.44987,34.92649290074833,28,13.4154587,4.553208462202379,False
1345,240.01445,62.47530047187381,84029.27913467027,160.645035,35.01996393576636,45,9.953974,4.557223901263939,True
1346,1.39999926,62.42992506235533,84030.67913393027,-4.64881134,34.99049233452136,0,5.35585928,4.557817241069835,False
1347,1.59999907,62.38476550334095,84032.27913300027,-3.5497508,34.96188042425075,1,6.012163,4.5588969335412015,False
1348,3.11999774,62.34080054209218,84035.39913074026,-2.974948,34.933737376458275,1,6.97202063,4.560687084651334,False
1349,97.09572,62.3665640109268,84132.49485074026,88.60165,34.97352085505245,28,13.7940216,4.567531661756855,False
1350,50.9009743,62.358070981511304,84183.39582504026,38.0571938,34.97580505723389,12,12.4742069,4.573388458229628,False
1351,177.421082,62.44323975354572,84360.81690704027,164.442169,35.07163508235807,52,13.5275059,4.580016228356771,False
1352,240.01445,62.57457940609487,84600.83135704027,235.211838,35.21966777682378,73,13.8049545,4.586839407551774,True
1353,229.71225,62.69811057430914,84830.54360704026,217.388382,35.354308363832786,69,13.6476784,4.593536258248336,False
1354,51.0609779,62.68951594161023,84881.60458494026,39.3243446,35.35724044377087,13,12.54286,4.599407250672081,False
1355,170.4996,62.7690805792917,85052.10418494025,162.726273,35.451239729790224,51,13.9755077,4.6063268819999985,False
1356,229.4722,62.89201798299429,85281.57638494026,214.822876,35.583519697541114,68,13.52147,4.612901471320057,False
1357,240.01445,63.02254298816526,85521.59083494026,39.4359436,35.58635862451419,11,2.58128428,4.61140433263817,True
1358,5.359996,62.98008161335807,85526.95083094026,-2.64389682,35.55820674274356,1,5.388869,4.611976839756993,False
1359,130.931152,63.03008240098621,85657.88198294026,105.6797,35.609804603860006,29,12.7476406,4.617963347306841,False
1360,240.01445,63.16021796539725,85897.89643294027,222.332184,35.74710047106305,69,13.0633831,4.624173214772056,True
1361,51.8209953,63.151886427803284,85949.71742824027,37.7230072,35.748552276154115,12,12.1443291,4.6296986783174106,False
1362,105.694275,63.183121661703574,86055.41170324027,80.0115356,35.78105079548146,21,12.3804874,4.635389418935386,False
1363,146.674515,63.244377269435276,86202.08621824028,139.565338,35.85719480663665,44,13.9957981,4.642256923470283,False
1364,49.80095,63.23452138434038,86251.88716824028,38.2040062,35.858915342848796,12,12.8150759,4.648248726238999,False
1365,74.51951,63.242788775267606,86326.40667824028,63.3857956,35.879081555491396,20,13.2773285,4.654570396402927,False
1366,76.31921,63.25236155800899,86402.72588824028,63.4576263,35.899270826900256,20,12.99085,4.660673090109807,False
1367,240.01445,63.38166813331404,86642.74033824028,66.12448,35.921381440779626,20,4.06737,4.660239071755666,True
1368,1.41999924,63.33637451570196,86644.16033748028,-4.633021,35.891736409755666,0,5.4887557,4.660844712565787,False
1369,89.89693,63.355775944105396,86734.05726748028,88.45028,35.9301283334885,28,14.8402052,4.668280330160698,False
1370,44.0408173,63.34167743414619,86778.09808478029,33.65203,35.9284654879896,10,13.27349,4.6745615051021865,False
1371,240.01445,63.4705416008609,87018.11253478029,14.8110743,35.91306257683862,4,1.10225773,4.671955886010208,True
1372,1.57999909,63.425431875998754,87019.69253387029,-4.575722,35.88355180090798,0,5.817317,4.672790697317781,False
1373,3.61999726,63.38187365705046,87023.31253113029,-2.66927767,35.85547253690877,1,7.724056,4.675013031842677,False
1374,149.8752,63.44482367622291,87173.18773113028,139.683273,35.93103862167085,44,13.7227211,4.681597972212515,False
1375,212.748627,63.55340826045838,87385.93635813028,181.20076,36.036689328127814,53,12.8017073,4.6875035062690875,False
1376,97.7156143,63.578235445080146,87483.65197243028,88.75074,36.07499895797656,28,13.7450533,4.694086027921508,False
1377,146.854553,63.63871207366033,87630.50652543028,141.35762,36.151456925327345,45,14.0897074,4.700909282367463,False
1378,52.38101,63.630542478541564,87682.88753543027,38.041832,36.152828750490386,12,12.1172905,4.706291271640056,False
1379,181.942047,63.716337623227176,87864.82958243028,164.151428,36.24564861941679,52,13.1807175,4.712436613357503,False
1380,129.190781,63.763782872050925,87994.02036343027,104.902626,36.295400052301275,29,12.8028126,4.718299204652172,False
1381,128.150558,63.81040617047811,88122.17092143027,102.20166,36.34312362938143,28,12.63008,4.7240282276755945,False
1382,99.6752853,63.83635760255447,88221.84620673028,88.25069,36.380683373499096,28,13.3780451,4.730290179102747,False
1383,148.554916,63.8976146946712,88370.40112273027,139.319565,36.45511495818926,44,13.7889929,4.736840217223425,False
1384,50.0009537,63.88757375464615,88420.40207643027,36.07444,36.454839904028724,11,12.2911406,4.742298526748553,False
1385,25.940403,63.86017507540092,88446.34247943027,10.7367325,36.43627087341209,3,10.0444813,4.746126817559565,False
1386,62.2412338,63.85900700810265,88508.58371323027,39.3072853,36.438342312392315,13,10.3556833,4.750174116608945,False
1387,69.86029,63.86333381631598,88578.44400323027,63.1123734,36.457573769557136,20,14.0442915,4.756874994318673,False
1388,240.01445,63.99024384238492,88818.45845323027,234.801071,36.600472542777915,73,13.7643957,4.763364562550431,True
1389,76.3592,63.999148778423525,88894.81765323028,54.57396,36.613412418557054,13,12.4515953,4.768899645874729,False
1390,54.58106,63.99237317498581,88949.39871323027,39.6255455,36.61557942077392,13,11.8556948,4.773998059654675,False
1391,136.612366,64.04458021511881,89086.01107923027,101.538086,36.662252682153664,28,11.7724915,4.779029327404743,False
1392,110.13353,64.07769009283784,89196.14460923028,90.34707,36.70081936126132,29,12.3333406,4.784456275158044,False
1393,201.206161,64.17613120619546,89397.35077023027,189.5377,36.81053715066458,60,13.6674891,4.790833183144292,False
1394,131.831345,64.22466435812788,89529.18211523027,113.131531,36.86528678757227,36,12.7358971,4.796532655107603,False
1395,96.85576,64.24805582453783,89626.03787523028,88.58444,36.9023614493733,28,13.8306189,4.8030087025949815,False
1396,50.9009743,64.23849487788702,89676.93884953028,37.9425,36.90310653429495,12,12.4486856,4.808485548510028,False
1397,240.01445,64.36431875413764,89916.95329953029,238.591248,37.047478861757874,74,13.9900322,4.815057879685039,True
1398,76.45918,64.3729703000932,89993.41247953029,64.42177,37.06705989976806,21,12.9486771,4.820875919184549,False
1399,58.7411537,64.36894469852058,90052.1536332303,37.6139832,37.06745083851018,12,10.7107668,4.825085991293781,False
1400,227.551788,64.48550387230735,90279.70542123029,210.655029,37.19144196576839,66,13.4398413,4.831239387942857,False
1401,75.05942,64.49305127853697,90354.7648412303,62.46006,37.20947809570003,20,12.9253731,4.837016785310492,False
1402,240.01445,64.61824485822417,90594.7792912303,92.00144,37.248559380938474,28,5.591802,4.837555148516405,True
1403,1.57999909,64.57331382061318,90596.3592903203,-3.55069876,37.21947936800837,1,6.13806868,4.838482100427655,False
1404,44.7008324,64.55915963156717,90641.0601227203,38.1866035,37.220168202860215,12,14.250391,4.8451857392450135,False
1405,134.01181,64.60859212293259,90775.0719327203,115.143158,37.2756294055628,37,12.689724,4.8507690404982196,False
1406,240.01445,64.73334735613108,91015.0863827203,231.1202,37.41349894368118,73,13.46503,4.856895826386912,True
1407,240.01445,64.85792525424328,91255.1008327203,14.33134,37.397093713444015,4,1.10338175,4.854228083617626,True
1408,1.37999928,64.81284150000022,91256.4808320003,-4.65847874,37.367224698917425,0,5.17151165,4.854453427059659,False
1409,3.919997,64.76962443506055,91260.40082900031,-3.07363415,37.33852288284296,1,5.0597744,4.854599148119233,False
1410,200.566025,64.8659339390073,91460.9668540003,191.176682,37.44762796023102,61,13.7776537,4.860927555602836,False
1411,240.01445,64.99006470871744,91700.9813040003,230.1832,37.58422297939457,73,13.3827267,4.866967101417433,True
1412,240.01445,65.11401965580758,91940.99575400031,90.3972244,37.621625954904914,27,5.50590754,4.867419608810198,True
1413,1.43999922,65.06895665479145,91942.43575322031,-4.641395,37.59171581976344,0,5.362896,4.867770264430289,False
1414,16.60019,65.03467888488,91959.03594322031,5.683832,37.56915013106488,2,10.7384167,4.871922065304101,False
1415,125.171005,65.07717805527938,92084.20694822031,113.83445,37.623047869488154,36,13.5166817,4.87803143607067,False
1416,77.559,65.08599290128552,92161.7659482203,62.8195343,37.64084199832326,20,12.605299,4.883488545932202,False
1417,23.62035,65.05672992111525,92185.3862982203,7.443268,37.61953107807039,2,9.091377,4.886458121411431,False
