EpisodeNumber,IterationTime,Reward,CheckpointCount,AverageVelocity,TimedOut
2442,240.01445,222.090347,70,12.8816328,True
2443,240.01445,221.576874,70,12.8421087,True
2444,240.01445,219.4066,69,12.7352209,True
2445,240.01445,224.823349,72,12.9367752,True
2446,182.42215,164.601,53,13.0090294,False
2447,77.2190552,62.8867264,20,12.6117668,False
2448,102.094879,76.70062,21,12.12276,False
2449,240.01445,222.547028,70,12.9235086,True
2450,76.499176,60.3961868,19,12.3369408,False
2451,240.01445,228.106247,73,13.1270342,True
2452,240.01445,224.440292,72,12.9082317,True
2453,240.01445,221.568634,70,12.8405313,True
2454,240.01445,228.593,73,13.1781883,True
2455,79.99859,61.9872131,20,11.9616508,False
2456,240.01445,216.863327,68,12.6249733,True
2457,240.01445,205.788132,65,11.9662828,True
2458,240.01445,209.68544,66,12.2008619,True
2459,240.01445,212.1852,66,12.4012213,True
2460,240.01445,217.3298,68,12.6606913,True
2461,240.01445,218.594162,69,12.689744,True
2462,240.01445,224.155792,72,12.8979607,True
2463,240.01445,219.879257,70,12.7221327,True
2464,131.67131,112.246063,36,12.5785322,False
2465,240.01445,220.377853,70,12.752696,True
2466,240.01445,226.661148,73,13.02209,True
2467,240.01445,222.765686,71,12.8608532,True
2468,154.716232,136.957245,44,12.9017649,False
2469,240.01445,217.452744,68,12.6863594,True
2470,240.01445,221.284042,70,12.8311329,True
2471,240.01445,219.643845,69,12.778389,True
2472,29.0404739,12.10598,4,9.254146,False
2473,240.01445,222.393173,71,12.83745,True
2474,240.01445,226.076431,73,12.9766054,True
2475,240.01445,217.121414,68,12.6611748,True
2476,240.01445,225.870514,73,12.9616556,True
2477,240.01445,224.399124,72,12.9398451,True
2478,131.571289,111.891075,36,12.5375719,False
2479,240.01445,225.899033,73,12.97842,True
2480,240.01445,224.740143,72,12.98424,True
2481,240.01445,218.232422,69,12.6870193,True
2482,240.01445,213.512268,66,12.5460386,True
2483,240.01445,211.783951,66,12.3996458,True
2484,104.714439,87.4764252,28,12.5667973,False
2485,240.01445,226.714249,73,13.0429087,True
2486,77.5190048,61.93551,20,12.3475695,False
2487,240.01445,227.601959,73,13.1107216,True
2488,240.01445,228.93483,73,13.2196579,True
2489,240.01445,140.353317,43,8.342744,True
2490,1.59999907,-4.58632946,0,5.633382,False
2491,38.42069,16.68356,1,11.0477486,False
2492,82.2182159,62.7272339,20,11.8458986,False
2493,100.895081,85.0507,27,12.7264481,False
2494,240.01445,227.275162,73,13.071043,True
2495,154.836258,135.039261,43,12.7480726,False
2496,157.596848,137.069443,44,12.6528349,False
2497,60.2211876,35.7197151,11,10.0892563,False
2498,56.2410965,35.61747,11,10.7672329,False
2499,12.8001032,-0.856418133,1,5.122137,False
2500,83.498,60.5175323,19,11.3537111,False
2501,240.01445,5.031773,3,1.06217134,True
2502,3.21999764,-2.39407086,1,10.5716362,False
2503,4.299997,-2.69240141,1,6.58912039,False
2504,142.453613,114.033958,36,11.8742924,False
2505,240.01445,215.511612,66,12.66988,True
2506,133.87178,112.203255,36,12.35896,False
2507,240.01445,210.18042,66,12.2326288,True
2508,240.01445,224.881363,72,12.9689007,True
2509,240.01445,220.74234,70,12.7922621,True
2510,240.01445,223.0993,71,12.8947725,True
2511,240.01445,226.75795,73,13.0447254,True
2512,240.01445,226.414154,73,13.0130863,True
2513,240.01445,217.827362,68,12.7304783,True
2514,130.371033,111.849648,36,12.6341219,False
2515,240.01445,224.590866,72,12.9617119,True
2516,240.01445,224.109955,72,12.9157248,True
2517,240.01445,163.8797,52,9.765764,True
2518,3.69999719,-2.50891137,1,8.66850948,False
2519,240.01445,224.467285,72,12.9551077,True
2520,240.01445,224.298676,72,12.9325,True
2521,82.05824,63.7997131,21,11.8646317,False
2522,238.194061,212.643265,68,12.8048792,False
2523,53.74104,37.1031265,12,11.41784,False
2524,37.20066,11.7673225,4,7.165855,False
2525,164.778381,140.043427,45,12.35614,False
2526,240.01445,86.5584946,28,5.492818,True
2527,1.8799988,-3.36068249,1,7.455334,False
2528,5.399996,-2.33080268,1,6.74647141,False
2529,47.6809,29.83817,10,10.61965,False
2530,225.31131,211.241684,67,13.4672518,False
2531,183.982483,167.4702,54,13.10283,False
2532,87.31736,62.02037,20,11.0253229,False
2533,240.01445,228.230179,73,13.1492662,True
2534,240.01445,230.9049,73,13.37009,True
2535,196.105072,188.124283,60,13.8154039,False
2536,133.211639,111.819176,35,12.5149031,False
2537,55.54108,37.16676,12,11.0771122,False
2538,178.641342,162.986481,52,13.2154083,False
2539,57.1611176,37.3734741,12,10.8921366,False
2540,240.01445,230.580246,73,13.3670254,True
2541,240.01445,234.333755,74,13.614562,True
2542,102.814758,72.76417,19,11.7060537,False
2543,50.9409752,37.4629669,12,12.2181883,False
2544,240.01445,33.02847,12,2.56424356,True
2545,146.974579,137.484436,44,13.6769562,False
2546,207.0074,188.648041,60,13.1868505,False
2547,240.01445,226.691162,73,13.0601015,True
2548,240.01445,225.465942,72,13.0404615,True
2549,11.220067,-1.65929294,1,4.48313475,False
2550,187.043137,163.290314,52,12.69746,False
2551,12.3000917,-1.34593987,1,4.659938,False
2552,11.1600657,-1.40295362,1,4.977817,False
2553,11.3200693,-1.56583381,1,4.66071558,False
2554,11.8600817,-1.34874725,1,4.80982,False
2555,12.2000895,-0.9970288,1,5.28477573,False
2556,11.0800638,-1.434809,1,4.98494244,False
2557,177.861176,162.369919,52,13.2376432,False
2558,240.01445,224.198776,72,12.95403,True
2559,240.01445,220.590851,70,12.8232374,True
2560,78.47884,61.98198,20,12.2320871,False
2561,231.232574,210.1644,67,13.0648451,False
2562,240.01445,232.572266,73,13.5443468,True
2563,240.01445,227.929886,73,13.1561985,True
2564,240.01445,190.702072,60,11.2318373,True
2565,3.73999715,-1.5334878,1,13.6974344,False
2566,55.1810722,32.75933,10,10.3584738,False
2567,177.60112,157.94162,50,12.9675694,False
2568,240.01445,233.59935,74,13.5317535,True
2569,240.01445,231.824982,73,13.4869308,True
2570,218.98996,205.6575,66,13.4593706,False
2571,240.01445,227.261154,73,13.1037378,True
2572,130.351028,111.767586,36,12.65636,False
2573,240.01445,221.763168,71,12.8351288,True
2574,5.91999531,-3.21731234,1,3.1122663,False
2575,6.57999468,-3.21108055,1,2.910368,False
2576,6.259995,-3.25421619,1,2.882164,False
2577,6.439995,-3.14882612,1,3.04474115,False
2578,240.01445,229.717926,73,13.3294859,True
2579,240.01445,230.299957,73,13.3701763,True
2580,204.786926,188.780014,60,13.2923355,False
2581,240.01445,219.6203,69,12.7737322,True
2582,240.01445,227.054565,73,13.0383158,True
2583,188.2434,163.453018,52,12.5687761,False
2584,230.8725,212.924469,68,13.1836033,False
2585,240.01445,230.014,73,13.279789,True
2586,240.01445,15.6558876,4,1.11546814,True
2587,1.659999,-3.50215435,1,6.566366,False
2588,44.52083,37.3682365,12,13.8749056,False
2589,6.61999464,-2.86339879,1,3.564943,False
2590,6.019995,-3.08490038,1,3.1687963,False
2591,6.119995,-3.15175056,1,2.93091536,False
2592,5.399996,-3.29855561,1,2.80711,False
2593,240.01445,231.212082,73,13.3963871,True
2594,240.01445,226.455444,73,13.0053024,True
2595,75.45935,60.26245,19,12.4631186,False
2596,106.774094,87.6671448,28,12.3430929,False
2597,233.41304,213.404358,69,13.0424232,False
2598,240.01445,231.20459,73,13.41141,True
2599,240.01445,223.380112,71,12.9198132,True
2600,240.01445,229.399628,73,13.2805443,True
2601,240.01445,230.410858,73,13.3483887,True
2602,82.79812,61.98552,20,11.5883112,False
2603,56.0610924,39.2227173,13,11.36904,False
2604,240.01445,227.244537,73,13.1152773,True
2605,240.01445,166.3237,53,9.865988,True
2606,1.75999892,-3.470399,1,6.527768,False
2607,2.13999867,-3.52898645,1,5.06318474,False
2608,219.850143,176.997986,52,12.1147852,False
2609,80.27854,62.56185,20,12.0712357,False
2610,29.8204918,12.4381351,4,9.260617,False
2611,240.01445,211.79213,66,12.3487511,True
2612,240.01445,209.811127,66,12.1960745,True
2613,187.723282,164.812775,53,12.6425285,False
2614,83.6579742,57.72736,18,10.87546,False
2615,83.87794,62.463356,20,11.4849167,False
2616,240.01445,209.732178,66,12.1542711,True
2617,240.01445,223.682251,71,12.9206715,True
2618,234.1732,213.028076,68,13.013443,False
2619,240.01445,228.06691,73,13.1260605,True
2620,240.01445,61.5831566,19,3.97368073,True
2621,1.91999876,-3.32386875,1,7.533886,False
2622,1.57999909,-3.53069472,1,6.46395063,False
2623,240.01445,228.0442,73,13.1494007,True
2624,240.01445,222.965759,71,12.877389,True
2625,178.681351,161.9776,52,13.0918112,False
2626,126.51078,112.300774,36,13.0852356,False
2627,240.01445,228.890076,73,13.2213106,True
2628,240.01445,222.768082,71,12.880621,True
2629,240.01445,218.970444,69,12.73513,True
2630,240.01445,219.0839,69,12.7242107,True
2631,240.01445,227.706421,73,13.1039343,True
2632,240.01445,221.853333,70,12.86602,True
2633,240.01445,212.168762,66,12.393466,True
2634,240.01445,213.495743,66,12.4999342,True
2635,240.01445,217.191345,68,12.653121,True
2636,149.13504,130.194122,42,12.7210817,False
2637,240.01445,224.773422,72,12.9434729,True
2638,240.01445,222.932709,71,12.8708153,True
2639,240.01445,225.112991,72,12.9552841,True
2640,240.01445,223.078049,71,12.8783579,True
2641,240.01445,222.970718,71,12.8811855,True
2642,240.01445,228.455841,73,13.1669741,True
2643,240.01445,219.79805,69,12.77331,True
2644,213.828857,184.196426,58,12.4817905,False
2645,240.01445,223.517883,71,12.9147758,True
2646,240.01445,223.268829,71,12.9004726,True
2647,240.01445,228.16626,73,13.1511393,True
2648,240.01445,224.734955,72,12.9527817,True
2649,240.01445,221.589279,70,12.8565931,True
2650,207.28746,182.144974,58,12.6725416,False
2651,240.01445,227.4374,73,13.0810785,True
2652,240.01445,221.552368,70,12.8381567,True
2653,240.01445,225.7141,72,12.9971094,True
2654,174.400436,148.261383,49,12.1516829,False
2655,5.999995,-3.18594646,1,2.98408866,False
2656,240.01445,225.4549,72,12.9996109,True
2657,240.01445,227.912262,73,13.1193247,True
2658,240.01445,232.748367,73,13.5169258,True
2659,240.01445,228.611847,73,13.18322,True
2660,240.01445,230.660889,73,13.3565989,True
2661,240.01445,227.924042,73,13.1356487,True
2662,240.01445,215.333847,66,12.6502323,True
2663,240.01445,35.695507,12,2.5715518,True
2664,3.63999724,-1.67859888,1,13.2491255,False
2665,240.01445,231.879959,73,13.4735718,True
2666,240.01445,227.57811,73,13.1198092,True
2667,240.01445,228.67511,73,13.2141285,True
2668,240.01445,228.76088,73,13.2175074,True
2669,158.63707,139.333466,45,12.7670383,False
2670,240.01445,230.653366,73,13.3663578,True
2671,240.01445,228.8077,73,13.2170916,True
2672,152.995865,135.850052,43,12.9977417,False
2673,240.01445,235.4839,74,13.6670084,True
2674,76.07925,60.7694931,19,12.4646273,False
2675,240.01445,232.889771,73,13.5427113,True
2676,52.44101,37.7256241,12,11.9205761,False
2677,240.01445,236.618347,74,13.7636642,True
2678,240.01445,231.166183,73,13.3984823,True
2679,240.01445,230.902832,73,13.358758,True
2680,240.01445,225.385345,71,13.0721951,True
2681,240.01445,142.48941,44,8.454134,True
2682,1.639999,-3.52774787,1,6.277814,False
2683,10.4000483,-2.63125,1,3.26584458,False
2684,202.706482,190.0802,60,13.53219,False
2685,240.01445,219.578079,68,12.8560867,True
2686,16.22018,-0.6489806,1,4.477449,False
2687,12.180089,-0.775270939,1,5.47359467,False
2688,11.7400789,-0.561627865,1,5.98238564,False
2689,11.220067,-0.9729271,1,5.55414772,False
2690,11.78008,-0.775612831,1,5.63643,False
2691,12.4200945,-0.466506481,1,5.853991,False
2692,240.01445,213.629135,66,12.476758,True
2693,240.01445,224.55191,70,13.0509987,True
2694,135.052032,123.95932,41,13.2237263,False
2695,61.56122,46.2912941,16,11.653513,False
2696,90.75678,45.0914879,16,7.924526,False
2697,63.36126,31.187748,8,9.099295,False
2698,104.614456,97.78928,32,13.7169218,False
2699,159.137177,140.615585,45,12.8323288,False
2700,240.01445,227.1219,71,13.1933994,True
2701,108.5338,66.072525,22,9.419549,False
2702,240.01445,234.568344,73,13.6467171,True
2703,138.332733,115.51667,37,12.2713156,False
2704,166.658783,132.995056,38,12.2128506,False
2705,240.01445,222.815292,70,12.9208612,True
2706,240.01445,229.885361,73,13.2663479,True
2707,169.159317,141.9671,46,12.147974,False
2708,199.925888,180.520279,58,12.94427,False
2709,240.01445,165.70253,52,9.824193,True
2710,1.81999886,-3.40786481,1,7.10432148,False
2711,2.99999785,-2.75358272,1,8.759514,False
2712,60.6812,40.825222,14,10.7270823,False
2713,240.01445,79.87241,21,5.39543772,True
2714,1.53999913,-4.570866,0,6.115805,False
2715,43.9608154,28.55701,10,10.9229765,False
2716,43.3608,28.3919144,10,10.9753675,False
2717,47.4408951,28.31065,10,10.0236292,False
2718,66.8607941,53.16826,18,12.2051592,False
2719,97.75561,78.92464,26,12.0321083,False
2720,44.3608246,28.4292412,10,10.7283363,False
2721,24.96038,9.892897,3,9.685151,False
2722,46.4408722,28.4208488,10,10.2514839,False
2723,74.61949,53.0938,18,10.9306879,False
2724,69.46036,40.4620934,13,9.618035,False
2725,70.44019,53.0395432,18,11.5277567,False
2726,24.8203773,9.961246,3,9.78484249,False
2727,43.4008026,28.2892227,10,10.9056787,False
2728,211.348328,139.954575,45,9.81155,False
2729,176.6009,153.710541,50,12.5175877,False
2730,15.5401659,2.64509916,2,7.429892,False
2731,72.73981,53.3424835,18,11.2998981,False
2732,96.29585,78.78032,26,12.2006359,False
2733,43.5408058,28.43079,10,10.9458513,False
2734,240.01445,224.52095,71,13.0024538,True
2735,240.01445,134.1527,42,8.039199,True
2736,6.99999428,1.0331068,1,14.98649,False
2737,240.01445,238.268417,74,13.8841267,True
2738,217.549652,217.5858,69,14.3348808,False
2739,201.80629,189.894592,60,13.5721741,False
2740,167.919052,166.75119,53,14.3465137,False
2741,24.8003769,12.891798,4,11.3880587,False
2742,115.43264,106.70739,34,13.6536026,False
2743,140.313156,133.160614,42,13.88725,False
2744,122.731415,115.804016,37,13.841156,False
2745,149.115036,141.299072,45,13.774169,False
2746,240.01445,230.418152,73,13.3120432,True
2747,240.01445,230.847534,73,13.349947,True
2748,80.83845,66.73053,22,12.5063429,False
2749,147.594711,140.879974,45,13.8683214,False
2750,240.01445,233.762039,73,13.5932388,True
2751,105.194359,88.10434,28,12.5803785,False
2752,240.01445,239.522308,74,13.9968348,True
2753,170.619629,143.649551,46,12.2697268,False
2754,240.01445,238.077667,74,13.8745012,True
2755,82.998085,67.06095,22,12.2554045,False
2756,115.392647,92.31979,30,11.8635807,False
2757,54.58106,39.7425766,13,11.7937393,False
2758,240.01445,230.76947,73,13.3330488,True
2759,240.01445,229.718719,73,13.2550116,True
2760,240.01445,220.722458,68,12.9189482,True
2761,240.01445,231.944183,73,13.4233332,True
2762,240.01445,227.392426,72,13.1434345,True
2763,30.660511,16.24814,6,10.145443,False
2764,240.01445,224.014,70,13.0327835,True
2765,240.01445,219.899017,68,12.8761559,True
2766,37.780674,-2.170807,1,1.6536088,False
2767,240.01445,217.449158,67,12.7210951,True
2768,240.01445,87.03574,28,5.520626,True
2769,1.49999917,-4.618324,0,5.50115633,False
2770,3.5799973,-1.77602243,1,12.83239,False
2771,240.01445,235.976791,74,13.6916714,True
2772,5.7199955,-3.16482019,1,3.12185025,False
2773,7.63999367,-2.96043968,1,2.85644531,False
2774,240.01445,231.500122,73,13.3911257,True
2775,7.059994,-2.95278549,1,3.10605025,False
2776,7.319994,-3.00713253,1,2.87543464,False
2777,7.63999367,-2.83973217,1,3.194976,False
2778,7.179994,-3.04628086,1,2.81030655,False
2779,7.459994,-2.9608283,1,2.946736,False
2780,6.85999441,-3.08234215,1,2.862125,False
2781,7.77999353,-2.82354379,1,3.17766762,False
2782,7.61999369,-2.85807943,1,3.14071274,False
2783,7.499994,-2.92335,1,3.041263,False
2784,8.079995,-2.74771976,1,3.26594448,False
2785,112.433144,93.22847,30,12.3515625,False
2786,7.89999342,-2.90276647,1,2.97334456,False
2787,7.379994,-3.0109663,1,2.88451934,False
2788,240.01445,238.564621,74,13.89024,True
2789,240.01445,228.029709,72,13.1795359,True
2790,227.1317,215.924011,68,13.6613874,False
2791,240.01445,227.603958,72,13.1573792,True
2792,240.01445,231.126709,73,13.3655891,True
2793,240.01445,233.515564,73,13.5651274,True
2794,240.01445,233.1262,73,13.5301657,True
2795,240.01445,218.956192,67,12.8518133,True
2796,240.01445,218.836258,67,12.847126,True
2797,240.01445,221.760742,69,12.9066963,True
2798,240.01445,212.344147,66,12.3794584,True
2799,240.01445,213.406815,66,12.4554186,True
2800,240.01445,213.886642,66,12.4946966,True
2801,240.01445,212.313965,66,12.3695765,True
2802,187.443222,161.016846,50,12.5494547,False
2803,141.0133,114.086266,36,11.9711294,False
2804,240.01445,211.091385,66,12.26183,True
2805,240.01445,214.576828,66,12.5568228,True
2806,136.012238,114.360916,36,12.44586,False
2807,240.01445,141.247589,44,8.526394,True
2808,1.73999894,-3.44286633,1,7.02437353,False
2809,97.55564,88.93501,28,13.7325268,False
2810,54.16105,38.2536163,12,11.72411,False
2811,128.150558,114.780014,36,13.2653637,False
2812,24.8803787,12.178688,4,10.7611046,False
2813,240.01445,239.6442,74,13.986908,True
2814,7.339994,-2.42215014,1,4.448414,False
2815,8.780011,-2.03343058,1,4.619586,False
2816,33.74058,22.655508,9,11.2181015,False
2817,6.57999468,-2.744267,1,3.96640825,False
2818,6.79999447,-2.82271552,1,3.62431836,False
2819,6.79999447,-2.80825567,1,3.67601,False
2820,6.359995,-3.01541185,1,3.26758361,False
2821,6.359995,-2.99862957,1,3.32057953,False
2822,6.439995,-2.86274552,1,3.70306921,False
2823,6.419995,-2.80704236,1,3.85406756,False
2824,5.95999527,-2.99764514,1,3.500853,False
2825,54.121048,14.0999565,5,5.727891,False
2826,5.359996,-2.548615,1,5.835326,False
2827,218.769913,166.827042,53,11.16719,False
2828,91.0367355,80.94231,26,13.3313284,False
2829,154.176117,139.928818,44,13.2860126,False
2830,120.951714,116.300606,37,14.114872,False
2831,240.01445,38.4813957,12,2.61294484,True
2832,1.49999917,-4.610319,0,5.75949764,False
2833,1.53999913,-3.56662726,1,6.247865,False
2834,193.9246,169.499054,54,12.6503086,False
2835,240.01445,223.473724,69,13.0452185,True
2836,205.967178,176.364258,52,12.75148,False
2837,79.43868,65.14553,21,12.5503511,False
2838,240.01445,229.5272,72,13.296669,True
2839,240.01445,195.745453,60,11.4952736,True
2840,240.01445,223.058,69,13.0147085,True
2841,240.01445,215.1097,66,12.5950069,True
2842,240.01445,215.827667,66,12.6620655,True
2843,240.01445,8.74252,4,1.14324176,True
2844,1.41999924,-4.641647,0,5.643217,False
2845,3.41999745,-2.22629333,1,10.9552393,False
2846,240.01445,141.755508,43,8.494643,True
2847,240.01445,228.383377,72,13.2208452,True
2848,240.01445,231.2367,73,13.37631,True
2849,17.2602043,3.679634,2,7.91364,False
2850,184.702637,158.490234,50,12.4937887,False
2851,240.01445,115.271965,36,7.07167768,True
2852,1.53999913,-4.581436,0,5.985652,False
2853,240.01445,233.621811,73,13.5760727,True
2854,240.01445,225.000122,70,13.1036224,True
2855,52.50101,38.00736,12,11.9760151,False
2856,48.8009262,39.82187,13,13.2269831,False
2857,76.75913,63.16143,20,12.7299023,False
2858,240.01445,213.65271,66,12.4889431,True
2859,240.01445,140.39827,44,8.508686,True
2860,9.60003,-2.37979913,1,3.82010436,False
2861,240.01445,220.5316,68,12.9322529,True
2862,71.46002,50.1526031,14,11.7523022,False
2863,135.712173,114.299339,36,12.5014563,False
2864,240.01445,232.10289,73,13.4678793,True
2865,113.273,35.62542,12,5.59466743,False
2866,7.279994,-3.073802,1,3.00897646,False
2867,218.369827,179.4634,53,12.27031,False
2868,240.01445,209.343109,65,12.2394066,True
2869,240.01445,224.630737,70,13.100544,True
2870,240.01445,220.314636,68,12.89127,True
2871,240.01445,89.8258,27,5.51543427,True
2872,3.65999722,-2.41866684,1,9.058764,False
2873,160.017365,140.624176,44,12.8869085,False
2874,240.01445,227.845,71,13.2412062,True
2875,240.01445,66.64345,20,4.10013533,True
2876,5.119996,0.603425,1,18.4664154,False
2877,2.11999869,-4.57686,0,4.246343,False
2878,240.01445,39.48438,12,2.64870882,True
2879,1.719999,-3.4712348,1,6.7607317,False
2880,3.27999759,-2.391988,1,10.3713484,False
2881,2.11999869,-3.53424859,1,4.7845726,False
2882,240.01445,228.250931,72,13.2174444,True
2883,240.01445,215.291534,66,12.6373348,True
2884,240.01445,85.81481,27,5.527895,True
2885,1.73999894,-3.46433139,1,6.74961042,False
2886,1.73999894,-3.46326923,1,6.75831461,False
2887,240.01445,245.441589,75,14.4153662,True
2888,240.01445,167.796143,51,9.990183,True
2889,1.659999,-3.51442814,1,6.362388,False
2890,240.01445,198.998062,62,11.6858625,True
2891,240.01445,238.786362,74,13.9575558,True
2892,240.01445,229.04335,72,13.3241854,True
2893,163.238052,143.601715,46,12.8063269,False
2894,240.01445,224.693161,70,13.1198339,True
2895,240.01445,213.266541,66,12.50291,True
2896,240.01445,213.733292,66,12.5235558,True
2897,240.01445,225.464951,70,13.1518259,True
2898,240.01445,166.16098,51,9.978133,True
2899,1.639999,-3.5283494,1,6.242808,False
2900,240.01445,233.22612,73,13.5530539,True
2901,240.01445,215.44603,66,12.6563826,True
2902,240.01445,228.033524,71,13.2932425,True
2903,63.1612549,47.9484863,17,11.5866117,False
2904,240.01445,224.78714,69,13.1905079,True
2905,52.8010178,11.3685074,4,5.030818,False
2906,240.01445,232.728882,73,13.52601,True
2907,240.01445,233.891281,73,13.6253176,True
2908,240.01445,233.714447,73,13.612298,True
2909,240.01445,233.97374,73,13.6239185,True
2910,240.01445,222.061829,68,13.04998,True
2911,240.01445,233.6867,73,13.5951309,True
2912,78.7188,63.33246,20,12.4875154,False
2913,240.01445,223.583908,69,13.08167,True
2914,109.313667,79.4456253,20,11.9951239,False
2915,240.01445,226.643738,70,13.2605667,True
2916,240.01445,233.288467,73,13.5435686,True
2917,240.01445,229.1832,71,13.3503656,True
2918,168.299133,143.91127,45,12.5351648,False
2919,32.100544,16.3386822,6,9.741252,False
2920,240.01445,235.999451,73,13.78346,True
2921,240.01445,236.796417,73,13.845644,True
2922,240.01445,246.310211,75,14.4745588,True
2923,240.01445,248.252319,76,14.5556526,True
2924,240.01445,242.166016,74,14.2324648,True
2925,240.01445,34.15665,12,2.62136865,True
2926,1.91999876,-3.37262058,1,7.03035259,False
2927,16.9201965,12.6944981,4,16.4750767,False
2928,167.398941,168.152588,53,14.5550289,False
2929,75.55933,52.77083,12,12.3322458,False
2930,49.44094,37.8848152,12,12.7047672,False
2931,144.654083,138.77066,43,14.1477194,False
2932,240.01445,251.60994,78,14.6810255,True
2933,48.92093,39.7111931,13,13.1844559,False
2934,171.4198,165.910889,52,14.1048365,False
2935,167.859039,167.475677,53,14.4652519,False
2936,240.01445,209.113586,56,13.0281239,True
2937,240.01445,194.5445,60,11.5319653,True
2938,240.01445,242.443222,74,14.282383,True
2939,240.01445,235.229248,73,13.7510843,True
2940,222.790771,215.760071,68,13.96608,False
2941,85.11773,73.23501,25,12.7374182,False
2942,240.01445,232.986969,73,13.5610533,True
2943,70.32021,63.1780777,20,13.9148436,False
2944,49.2209358,39.81369,13,13.1148109,False
2945,48.880928,38.5886269,12,13.1189451,False
2946,77.8189545,62.88118,20,12.5236816,False
2947,116.372482,115.451035,36,14.70789,False
2948,47.24089,38.32283,12,13.4618959,False
2949,48.12091,38.3665428,12,13.2537775,False
2950,93.37634,89.83694,28,14.52221,False
2951,147.894775,141.389023,44,14.052763,False
2952,140.9733,89.67125,28,9.757224,False
2953,48.660923,38.410614,12,13.0801716,False
2954,26.6204185,10.7604523,3,9.774378,False
2955,177.781158,166.766922,52,13.6770945,False
2956,196.005051,194.60643,61,14.3526888,False
2957,72.13991,64.15755,20,13.8268108,False
2958,143.833908,141.57637,44,14.451766,False
2959,48.8609276,38.5985336,12,13.11982,False
2960,142.453613,141.368561,44,14.554409,False
2961,73.89961,64.2891,20,13.5200863,False
2962,49.1809349,36.8493,11,12.7491646,False
2963,45.1808434,38.4980431,12,14.1283474,False
2964,25.7003975,12.8223953,4,10.9423437,False
2965,73.3797,64.12481,20,13.5804253,False
2966,49.1209335,38.79864,12,13.1262569,False
2967,240.01445,40.989563,13,2.718185,True
2968,2.41999841,-3.160153,1,7.480014,False
2969,70.68015,64.37693,20,14.1647882,False
2970,46.2008667,38.39721,12,13.7823334,False
2971,70.30022,64.23243,20,14.2014418,False
2972,92.49649,90.41136,28,14.7653618,False
2973,240.01445,229.761871,72,13.3921041,True
2974,143.713882,142.342911,45,14.4599056,False
2975,240.01445,39.36804,12,2.65994859,True
2976,2.03999877,-3.31715345,1,7.283589,False
2977,17.52021,12.755228,4,15.97806,False
2978,72.91978,63.91646,20,13.6374464,False
2979,47.9409065,38.5636978,12,13.37366,False
2980,79.9386,65.32151,21,12.5743809,False
2981,173.520248,165.714111,52,13.9080763,False
2982,106.1342,43.290863,16,6.610652,False
2983,125.770905,116.393356,37,13.6544046,False
2984,174.2404,139.898514,44,11.8376312,False
2985,219.570084,218.860352,69,14.3215609,False
2986,49.5809441,37.8865051,12,12.6756325,False
2987,73.91961,64.14234,20,13.5177689,False
2988,73.67965,63.8070221,20,13.4585428,False
2989,82.23821,65.62888,21,12.3364487,False
2990,125.071022,115.207573,36,13.6706762,False
2991,150.895416,140.849365,44,13.7142134,False
2992,53.30103,36.422245,11,11.6281109,False
2993,240.01445,240.5109,74,14.0910311,True
2994,73.3597,64.14313,20,13.5933628,False
2995,240.01445,215.957336,66,12.7521706,True
2996,50.28096,38.33897,12,12.7016563,False
2997,240.01445,235.34729,73,13.7648821,True
2998,240.01445,212.646713,66,12.4769154,True
2999,240.01445,167.25267,52,9.975847,True
3000,2.37999845,-3.24793768,1,6.97664,False
3001,240.01445,10.8567238,6,1.31488824,True
3002,2.69999814,-2.68595648,1,10.2683725,False
3003,92.71645,90.27155,29,14.591157,False
3004,240.01445,228.475067,72,13.2788877,True
3005,52.7410164,37.7482147,12,11.8923559,False
3006,130.831131,113.570007,36,12.8621855,False
3007,240.01445,210.6626,66,12.3085623,True
3008,153.295929,139.747375,44,13.3902941,False
3009,155.136322,139.385925,44,13.1898069,False
3010,101.714943,90.76476,29,13.3962688,False
3011,77.79896,63.4952,20,12.7314939,False
3012,233.773117,217.587143,69,13.4123421,False
3013,240.01445,232.156631,73,13.5270147,True
3014,50.76097,36.35214,11,12.2127371,False
3015,240.01445,144.880112,46,8.713232,True
3016,9.18002,-2.579563,1,3.6532464,False
3017,155.59642,138.003525,43,13.1260614,False
3018,199.645828,189.022476,59,13.7798128,False
3019,134.651947,118.048592,38,12.8980541,False
3020,232.3128,216.378937,68,13.46362,False
3021,80.87844,65.15752,21,12.4253511,False
3022,52.081,36.5069046,11,11.9497576,False
3023,240.01445,220.964813,68,12.9944849,True
3024,240.01445,226.68248,71,13.2219028,True
3025,240.01445,230.8203,73,13.3900042,True
3026,83.7779541,65.08034,21,11.9602318,False
3027,240.01445,224.8599,70,13.1434832,True
3028,240.01445,238.51564,74,13.954525,True
3029,77.61899,62.9179,20,12.5658159,False
3030,240.01445,47.21874,17,3.02624416,True
3031,4.57999659,-1.974376,1,9.462405,False
3032,75.3193741,65.06707,21,13.2504129,False
3033,234.893356,215.859314,68,13.2521973,False
3034,240.01445,63.8706131,20,4.088443,True
3035,4.239997,-2.06407046,1,9.688991,False
3036,70.44019,35.84459,11,8.852859,False
3037,198.285538,189.989029,59,13.9292507,False
3038,79.358696,65.7520142,21,12.7549553,False
3039,240.01445,235.83194,73,13.75597,True
3040,50.6209679,38.27537,12,12.511735,False
